"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.431","61.803","62.125","62.223","62.418","62.754","62.945","63.213","63.334","63.656","63.873","64.208","64.535","64.611","64.825","64.962","65.161","65.364","65.701","66.041","66.177","66.579","66.89","67.195","67.507","67.93","68.18","68.095","53.9","68.703","68.821","68.643","68.627","68.841","69.073","69.311","69.783","69.91","70.514","70.257","70.624","70.932","71.018","71.436","71.421","71.792","71.987","72.327","72.398","72.813","73.16","73.305","73.454","73.676","74.058","74.436","74.664","74.906","75.064","75.439","72.173","72.043","",
"American Samoa","ASM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.55","62.363","63.192","64.101","65.058","66.026","66.956","67.859","68.671","69.535","70.058","70.683","71.016","71.349","71.747","71.977","72.359","72.546","72.871","73.035","73.183","73.338","73.458","73.471","73.524","73.566","73.556","73.554","73.53","73.416","73.492","73.435","73.417","73.482","73.591","73.636","73.829","73.96","74.041","74.347","74.606","75.078","75.536","75.478","75.672","75.825","75.765","76.131","76.41","76.669","76.82","77.104","77.35","77.583","77.858","77.913","78.152","78.268","78.511","78.691","78.841","78.497","",
"Australia","AUS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.8170731707317","70.9731707317073","70.9424390243903","70.9117073170732","70.8809756097561","70.850243902439","70.819512195122","70.8692682926829","70.9190243902439","70.9687804878049","71.0185365853659","71.0682926829268","71.4575609756098","71.8468292682927","72.2360975609756","72.6253658536586","73.0146341463415","73.3443902439024","73.6741463414634","74.0039024390244","74.3336585365854","74.6634146341463","74.9048780487805","75.1463414634146","75.3878048780488","75.6292682926829","75.8707317073171","76.1517073170732","76.4326829268293","76.7136585365854","76.9946341463415","77.2756097560976","77.3780487804878","77.8780487804878","77.8780487804878","77.8292682926829","78.0780487804878","78.4804878048781","78.6317073170732","78.9317073170732","79.2341463414634","79.6341463414634","79.9365853658537","80.2390243902439","80.490243902439","80.8414634146341","81.0414634146342","81.2926829268293","81.3951219512195","81.5439024390244","81.6951219512195","81.8951219512195","82.0463414634146","82.1487804878049","82.3","82.4","82.4487804878049","82.5","82.7487804878049","82.9","83.2","83.3","",
"Austria","AUT","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.5856097560976","69.5773170731707","69.309512195122","69.4436585365854","69.9219512195122","69.7221951219512","70.0458536585366","69.9178048780488","70.0575609756098","69.8331707317073","69.9146341463415","70.1146341463415","70.4634146341463","71.0146341463415","71.0121951219512","71.1146341463415","71.5658536585366","71.9146341463415","72.0121951219512","72.3121951219512","72.4634146341463","72.8121951219512","72.9609756097561","73.0121951219512","73.6121951219512","73.8146341463415","74.3170731707317","74.7682926829268","75.2170731707317","75.2658536585366","75.5682926829269","75.6170731707317","75.8170731707317","76.0682926829268","76.419512195122","76.6682926829268","76.8707317073171","77.319512195122","77.6707317073171","77.8756097560976","78.1268292682927","78.5756097560976","78.6780487804878","78.6317073170732","79.1804878048781","79.3317073170732","79.8804878048781","80.1804878048781","80.4317073170732","80.3317073170732","80.5804878048781","80.9829268292683","80.9365853658537","81.1365853658537","81.490243902439","81.190243902439","81.6414634146342","81.6439024390244","81.6926829268293","81.8951219512195","81.1926829268293","81.2390243902439","",
"Azerbaijan","AZE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","55.837","56.192","56.516","56.898","57.196","57.619","57.672","57.973","58.367","58.599","59.018","59.353","59.803","60.045","60.228","60.337","60.521","60.627","60.713","60.867","61.081","61.291","61.447","61.96","61.956","62.093","62.194","62.569","62.729","62.582","62.352","62.052","61.296","61.286","61.594","62.305","62.622","62.973","63.561","64.189","64.891","65.51","66.239","66.756","67.346","67.562","68.165","68.603","68.811","69.356","69.529","69.984","70.36","70.881","71.116","71.451","72.004","72.248","72.76","73.102","66.868","69.366","",
"Burundi","BDI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","43.024","43.252","43.441","43.718","43.974","42.005","43.531","43.341","43.378","42.874","43.041","42.965","25.613","37.275","43.012","42.982","43.144","43.513","43.764","44.59","45.406","46.393","47.29","48.051","48.491","48.541","48.164","47.516","43.04","45.62","44.86","44.227","43.895","37.105","44.08","44.059","44.373","45.387","46.552","47.528","47.514","48.431","49.891","50.857","52.01","53.023","53.869","54.727","55.71","56.388","57.081","57.769","58.493","59.235","59.868","60.217","60.793","61.553","61.688","62.351","61.566","61.663","",
"Belgium","BEL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.7019512195122","70.5209756097561","70.219512195122","70.0514634146342","70.7551219512195","70.6253658536586","70.7063414634146","71.0129268292683","70.6931707317073","70.7648780487805","70.9719512195122","71.0604878048781","71.4051219512195","71.6353658536586","71.9858536585366","71.9712195121951","72.119756097561","72.7739024390244","72.6980487804878","73.1936585365854","73.2070731707317","73.6217073170732","73.8880487804878","73.8690243902439","74.4048780487805","74.520243902439","74.7317073170732","75.3658536585366","75.5658536585366","75.6326829268293","76.0519512195122","76.1921951219512","76.3512195121951","76.3453658536585","76.6917073170732","76.8407317073171","77.1873170731707","77.3707317073171","77.4731707317073","77.619512195122","77.7219512195122","77.9731707317073","78.0756097560976","78.1292682926829","78.8780487804878","78.9804878048781","79.380487804878","79.7829268292683","79.6804878048781","80.0341463414634","80.1829268292683","80.5853658536585","80.3853658536585","80.5878048780488","81.2878048780488","80.9926829268293","81.4390243902439","81.4926829268293","81.5951219512195","81.9951219512195","80.6951219512195","81.890243902439","",
"Benin","BEN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","38.181","38.542","38.928","39.334","39.758","40.184","40.648","41.055","41.522","41.849","42.189","42.581","43.158","43.596","44.085","44.681","45.488","46.176","46.961","47.362","47.877","48.31","48.813","49.333","49.747","50.374","51.075","51.659","52.294","52.684","53.292","53.624","54.089","54.537","54.91","55.295","55.558","55.978","56.218","56.526","56.578","56.66","56.606","56.738","56.826","57.125","57.456","57.675","57.869","57.956","58.363","58.462","58.716","58.965","59.125","59.377","59.539","59.856","60.14","60.454","60.088","59.821","",
"Burkina Faso","BFA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","35.872","36.24","36.665","36.974","37.251","37.691","37.916","38.294","38.531","38.857","39.239","39.559","40.053","40.548","41.354","42.307","43.245","44.147","45.073","45.903","46.539","46.872","47.602","48.091","48.638","48.949","49.013","49.058","49.132","49.174","49.44","49.45","49.437","49.209","49.307","49.446","49.614","49.4","49.991","50.325","50.847","51.071","51.272","51.793","52.416","53.092","53.742","54.375","55.342","55.959","56.477","57.125","57.619","57.823","58.359","58.845","59.326","59.536","60.047","60.039","59.731","59.27","",
"Bangladesh","BGD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","44.74","45.662","46.701","46.655","47.741","46.858","48.577","48.865","49.09","49.172","42.587","25.996","49.591","49.828","49.16","50.292","50.647","51.197","51.254","51.464","51.85","52.169","52.54","53.011","53.54","53.897","54.415","54.926","55.027","55.089","55.989","54.154","57.635","57.927","58.617","59.467","59.492","61.427","63.917","66.228","65.779","66.135","66.612","66.824","67.187","67.299","67.241","66.714","67.051","67.403","68.638","68.809","69.554","69.565","69.986","70.491","71.09","71.788","72.567","72.806","71.968","72.381","",
"Bulgaria","BGR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.2475609756098","70.1956097560976","69.4919512195122","70.3092682926829","71.1212195121951","71.2939024390244","71.2234146341464","70.4139024390244","71.2251219512195","70.43","71.2563414634146","70.8736585365854","70.899512195122","71.3421951219512","71.2080487804878","71.049756097561","71.3948780487805","70.8160975609756","71.1846341463415","71.3082926829268","71.1575609756098","71.5719512195122","71.1860975609756","71.3863414634146","71.499756097561","71.2280487804878","71.7307317073171","71.5268292682927","71.6043902439024","71.7224390243903","71.6414634146342","71.5609756097561","71.4943902439024","71.3468292682927","71.2087804878049","71.0534146341463","70.8973170731707","70.3512195121951","71.0609756097561","71.4121951219512","71.6634146341463","71.7682926829268","71.8658536585366","72.0658536585366","72.5634146341463","72.5609756097561","72.6121951219512","72.6634146341463","72.9634146341463","73.4121951219512","73.5121951219512","74.1634146341463","74.3146341463415","74.8609756097561","74.4658536585366","74.6146341463415","74.8121951219512","74.8146341463415","74.9634146341464","75.1121951219512","73.6585365853659","71.5146341463415","",
"Bahrain","BHR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","50.33","52.112","53.697","55.285","56.778","58.228","59.656","61.002","62.31","63.475","64.45","65.607","66.373","67.183","67.864","68.466","69.118","69.604","69.978","70.456","70.826","71.183","71.47","71.668","72.012","72.106","72.269","72.369","72.444","72.619","72.668","72.764","72.953","73.375","73.517","73.799","74.355","74.535","74.641","74.98","75.496","75.908","76.088","76.337","76.56","76.931","77.156","77.634","78.084","78.461","78.748","78.89","79.081","79.246","79.328","79.405","79.557","79.689","79.857","80.019","79.174","78.76","",
"Bahamas, The","BHS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.896","63.185","63.433","63.732","64.05","64.362","64.659","64.948","65.328","65.646","65.926","66.151","66.413","66.488","67.001","67.221","67.84","67.88","67.562","67.366","67.521","67.746","68.436","69.161","69.351","69.257","69.285","68.924","69.215","69.598","70.133","69.616","70.668","70.656","70.851","70.763","70.71","71.054","71.456","71.771","72.041","72.11","72.232","72.402","72.478","72.765","72.855","72.678","72.667","72.579","72.731","72.564","72.753","73.024","73.366","73.104","73.537","73.632","73.806","71.205","72.677","71.598","",
"Bosnia and Herzegovina","BIH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.037","61.856","62.511","63.274","63.948","64.555","65.171","65.553","65.883","66.2","66.688","67.163","67.672","68.216","68.862","69.405","69.648","70.041","70.132","70.34","70.543","70.7","70.875","71.081","71.036","70.799","71.239","71.676","71.755","71.781","72.349","72.089","51.785","51.519","67.209","70.284","73.43","73.686","73.901","75.076","74.496","75.06","74.612","75.782","76.133","75.42","76.247","76.161","76.838","76.976","77.073","77.007","77.191","76.33","75.659","76.182","76.808","76.935","77.093","77.241","76.225","75.3","",
"Belarus","BLR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.2546097560976","69.7383902439024","69.4623170731708","69.7097804878049","70.619243902439","70.5974878048781","70.7689268292683","70.9297804878049","70.8127804878049","70.9780243902439","70.7444878048781","71.0117073170732","70.8493170731708","71.0006585365854","70.8546829268293","70.4570975609756","70.3968292682927","70.2890243902439","70.0817317073171","69.9336341463415","69.9277073170732","69.907512195122","70.0769024390244","69.7948536585366","69.5631951219512","70.9926829268293","71.549512195122","70.990243902439","71.3414634146341","71.4829268292683","70.8365853658537","70.3780487804878","70.0219512195122","68.9707317073171","68.7682926829268","68.4609756097561","68.5121951219512","68.4609756097561","68.4073170731707","67.9073170731707","68.9121951219512","68.5073170731707","68.0560975609756","68.5536585365854","68.9560975609756","68.8512195121951","69.4048780487805","70.2073170731707","70.4560975609756","70.4073170731707","70.4048780487805","70.5536585365854","71.9658536585366","72.4707317073171","72.9707317073171","73.6243902439025","73.8268292682927","74.1292682926829","74.1756097560976","74.2268292682927","72.4572195121951","72.3706829268293","",
"Belize","BLZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","58.163","53.356","59","59.569","60.057","60.629","60.963","61.5","62.192","62.77","63.468","64.204","64.453","64.622","65.03","65.942","66.268","66.518","66.885","67.399","67.756","68.068","67.955","68.14","68.64","69.462","69.704","70.198","70.781","70.724","70.744","70.248","69.979","69.988","70.316","69.887","69.806","69.212","68.599","68.773","68.564","68.357","68.752","68.909","69.227","69.376","70.093","70.655","71.151","71.819","72.272","72.651","73.245","73.666","73.311","73.187","73.399","73.562","73.703","73.931","72.854","70.47","",
"Bermuda","BMU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.162","64.111","63.837","63.778","67.641","67.848","63.426","68.358","68.535","68.211","69.478","68.502","69.961","71.888","72.394","72.573","71.862","72.083","72.854","73.299","73.454","73.684","73.746","74.116","74.526","73.337","73.428","73.996","74.91","74.269","74.5","74.886","73.8","74.487","73.608","76.137","78.225","77.995","79.949","79.053","78.858","79.871","80.631","79.345","81.12","77.927","77.585","79.361","78.623","79.996","80.499","81.403","81.272","79.992","79.518","80.918","80.608","82.351","80.825","81.033","81.136","79.28","",
"Bolivia","BOL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","43.1","43.4","43.791","44.077","44.366","44.712","45.118","45.419","45.796","46.215","46.597","47.061","47.497","47.975","48.446","48.826","49.264","49.734","50.181","50.665","51.181","51.619","52.053","52.405","52.971","53.446","53.929","54.492","55.156","55.772","56.422","57.097","57.629","58.418","58.989","59.534","60.084","60.752","61.332","61.871","62.346","62.843","63.306","63.635","64.004","64.386","64.779","65.027","65.446","65.88","66.162","66.534","66.705","67.021","67.163","67.318","67.628","67.701","67.748","67.841","64.467","63.63","",
"Brazil","BRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","52.66","53.183","53.71","54.209","54.648","55.084","55.473","55.868","56.31","56.748","57.171","57.586","58.032","58.472","58.881","59.353","59.792","60.24","60.72","61.253","61.781","62.333","62.856","63.331","63.773","64.198","64.64","65.08","65.454","65.868","65.985","66.31","66.708","67.109","67.568","67.919","68.409","68.813","69.189","69.524","69.737","70.195","70.41","70.72","71.131","71.753","72.037","72.365","72.715","72.948","73.182","73.343","73.552","73.918","74.306","74.332","74.442","74.827","75.109","75.338","74.009","72.75","",
"Barbados","BRB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.564","65.318","65.897","66.487","67.02","67.376","67.805","67.944","68.114","68.44","68.272","68.598","68.929","69.167","69.519","69.921","70.208","70.719","71.122","71.526","71.921","72.12","72.297","72.537","72.596","72.495","72.568","72.675","72.652","72.74","72.752","72.843","72.915","73.19","73.211","73.298","73.546","73.547","73.728","74.039","74.089","74.247","74.366","74.472","74.727","74.89","75.068","75.342","75.447","75.678","75.712","75.917","76.099","76.275","76.476","76.65","76.815","76.936","77.067","77.257","77.393","77.571","",
"Brunei Darussalam","BRN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","56.793","57.817","57.667","59.779","60.582","61.193","61.963","62.511","63.005","63.553","64.11","64.699","65.35","65.963","66.528","67.107","67.608","68.075","68.487","68.862","69.246","69.54","69.841","70.09","70.358","70.582","70.847","71.019","71.236","71.445","71.656","71.871","72.081","72.312","72.553","72.816","73.1","73.364","73.619","73.863","74.08","74.276","74.426","74.561","74.65","74.731","74.783","74.818","74.84","74.846","74.849","74.858","74.827","74.799","74.779","74.75","74.733","74.722","74.712","74.748","74.795","74.642","",
"Bhutan","BTN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","33.465","33.946","34.469","35.029","35.618","36.24","36.901","37.584","38.266","39.127","39.953","40.753","41.586","42.451","43.265","44.09","44.947","45.789","46.599","47.411","48.218","49.034","49.853","50.637","51.4","52.118","52.919","53.72","54.513","55.261","55.968","56.642","57.423","58.117","58.635","59.516","60.212","60.852","61.549","62.23","62.01","63.444","64.078","64.696","65.268","65.805","66.362","66.954","67.499","67.897","68.43","68.881","69.326","69.707","70.049","70.343","70.602","70.847","71.129","71.391","71.609","71.815","",
"Botswana","BWA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","50.372","50.891","51.389","51.881","52.349","52.809","53.264","53.721","54.188","54.684","55.197","55.745","56.3","56.861","57.424","57.998","58.583","59.169","59.691","60.176","60.646","61.125","61.57","62.004","62.364","62.626","62.678","62.522","61.755","61.427","60.533","59.473","58.348","57.719","56.154","55.059","54.357","53.448","52.523","51.694","51.011","50.676","50.632","50.947","51.617","52.61","53.918","55.732","57.121","58.279","60.013","60.53","60.8","61.996","62.608","63.818","65.464","66.753","65.422","65.464","65.647","61.141","",
"Central African Republic","CAF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","39.236","39.737","40.256","40.781","41.345","41.929","42.531","43.158","43.797","44.442","45.072","45.688","46.294","46.854","47.402","47.913","48.395","48.838","49.239","49.597","49.889","50.159","50.303","50.423","50.484","50.518","50.492","50.409","50.241","49.986","49.635","49.252","48.793","48.353","47.853","47.35","46.831","46.319","46.025","45.75","45.406","45.393","45.409","45.76","46.038","46.433","46.851","47.426","48.016","48.648","49.255","49.948","50.686","50.902","50.566","52.793","53.46","53.721","54.369","55.025","54.604","53.895","",
"Canada","CAN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.1331707317073","71.3460975609756","71.3670731707317","71.3807317073171","71.7763414634146","71.8721951219512","72.0043902439024","72.2078048780488","72.3534146341463","72.5014634146341","72.7004878048781","73.0292682926829","72.9339024390244","73.1626829268293","73.2375609756098","73.5217073170732","73.8560975609756","74.2156097560976","74.529756097561","74.8663414634146","75.1021951219512","75.4978048780488","75.7251219512195","76.0604878048781","76.3319512195122","76.3273170731707","76.4639024390244","76.7787804878049","76.8587804878049","77.1248780487805","77.4365853658537","77.5934146341464","77.8380487804878","77.7048780487805","77.8717073170732","77.9773170731707","78.220243902439","78.4124390243903","78.6236585365854","78.8390243902439","79.1668292682927","79.3980487804878","79.5307317073171","79.7151219512195","79.9921951219512","80.1126829268293","80.5436585365854","80.5436585365854","80.7246341463415","81.0660975609756","81.3221951219512","81.4826829268293","81.6636585365854","81.7448780487805","81.7843902439025","81.8156097560976","81.9248780487805","81.8329268292683","81.8439024390244","82.2287804878049","81.6704878048781","82.5966097560976","",
"Central Europe and the Baltics","CEB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.9339519629045","68.2359322349445","67.6901619835113","68.6740026282383","69.1702269896561","69.3234595907427","69.8234553673133","69.3242744755165","69.5551095617349","69.0547392575317","69.3304152082525","69.5014811371977","69.9606341578404","70.1002774522687","70.3520863206519","70.175972670731","70.3205898664644","70.2459730644075","70.1446657622575","70.2477610926432","69.888984623612","70.3720501777774","70.4554733187317","70.3897851694296","70.3491148561342","70.3128834663237","70.5651360397443","70.6117633312342","70.861708225052","70.7319722597484","70.6563313372586","70.5752213034774","70.7328371314157","70.8459866151448","70.8695439447473","71.0254214282891","71.3360580189951","71.5172580696822","71.8982376759956","72.1845610740875","72.719724722779","73.0961481937343","73.2424154880921","73.3822527825258","73.7304349327381","73.8449951359211","74.0926027308098","74.2506487210768","74.5759526780779","74.9303639266576","75.2939657786314","75.8884748834282","75.9934886034531","76.3551629869809","76.6756236113045","76.5718777647788","76.9698114171911","76.9474426395729","76.9768226818402","77.2668446661451","76.087716844628","74.9321193249952","",
"Switzerland","CHE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.3134146341463","71.6448780487805","71.1960975609756","71.1875609756098","72.0778048780488","72.2017073170732","72.3356097560976","72.6365853658537","72.590243902439","72.6126829268293","73.020243902439","73.1307317073171","73.6443902439024","73.9409756097561","74.2870731707317","74.6656097560976","74.7853658536585","75.2380487804878","75.1873170731707","75.4660975609756","75.4592682926829","75.6931707317073","76.0339024390244","76.0312195121951","76.6085365853659","76.7336585365854","76.8990243902439","77.1975609756098","77.2265853658537","77.4212195121951","77.2424390243902","77.5146341463415","77.8060975609756","78.0853658536586","78.35","78.4170731707317","78.8960975609756","79.079512195122","79.3243902439025","79.580487804878","79.6804878048781","80.1804878048781","80.3853658536585","80.5365853658537","81.0878048780488","81.2365853658537","81.490243902439","81.7414634146342","81.9926829268293","82.0439024390244","82.2463414634147","82.6951219512195","82.6975609756098","82.7975609756098","83.1975609756098","82.8975609756098","83.6024390243903","83.5512195121951","83.7536585365854","83.9048780487805","83","83.8512195121951","",
